study_identifier,participant.id_in_session,participant.code,participant.label,participant._current_page_name,participant.not_matched,session.code,consent.1.player.id_in_group,consent.1.player.prolific_id,consent.1.group.id_in_subsession,flip_task.1.player.num_heads,flip_task.1.player.total_guess_group_heads,flip_task.2.player.id_in_group,flip_task.2.player.payoff,flip_task.2.player.flip_time_seconds,flip_task.2.player.num_heads,flip_task.2.player.average_group_heads_reported,flip_task.2.player.treat,flip_task.2.player.treat_string,flip_task.2.player.not_matched,flip_task.2.group.id_in_subsession,flip_task.2.group.group_payoff,survey.1.player.bonus_cents,survey.1.player.most_common_head,survey.1.player.flip_misreporting,survey.1.player.flip_shirking,survey.1.player.household_satisfy,survey.1.player.attention_fatal,survey.1.player.bfi_is_reserved,survey.1.player.bfi_is_trust,survey.1.player.bfi_does_job,survey.1.player.bfi_is_relaxed,survey.1.player.bfi_active_imag,survey.1.player.bfi_is_social,survey.1.player.bfi_fault,survey.1.player.bfi_lazy,survey.1.player.bfi_nervous,survey.1.player.bfi_artistic,survey2.1.player.lie_misrepresent,survey2.1.player.lie_shirking,survey2.1.player.lie_significant_other,survey2.1.player.lie_dating,survey2.1.player.lie_taxes,survey2.1.player.misreport_time_seconds,survey2.1.player.misreport,survey2.1.player.misreport_justify,survey2.1.player.misreport_paste_status,Participant id,Status,Started at,Completed at,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,avg_group_heads,flip_payoff,bonus_cent,final_bonus_dollars,survey2.1.player.misreport_justify_time_seconds,debrief.1.player.debrief_time_seconds,Unnamed: 0,bulk_approve
24_0829_Treat1_1_20_NoBFI_Locus_0.95,18,s2auedxq,5b4991de56e0140001acb76b,Debrief,,cjz1zksm,18,5b4991de56e0140001acb76b,1,10000,15,2,40,11,4,,1,Treatment1,0,7,,10,5,70,70,9,0,,,,,,,,,,,0,0,0,20,0,4,0,If there is a person who is struggling financially and is willing to take steps in order to maximize their money from surveys in order to obtain additional money. They need this money because it is the only source of income they have.,,5b4991de56e0140001acb76b,APPROVED,2024-08-29T17:04:17.368000Z,2024-08-29T17:13:34.578000Z,6403,28,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,40,10,0.5,,,,
24_0829_Treat1_1_20_NoBFI_Locus_0.95,19,resh6nrl,66899588f7ac78588b93476f,Debrief,,cjz1zksm,19,66899588f7ac78588b93476f,1,10000,14,3,40,80,4,,1,Treatment1,0,7,,10,5,35,70,7,0,,,,,,,,,,,5,0,57,0,0,9,0,I don't think that it can ever be necessarily justified but people may have their own reasons such as not having a coin available where they are when they sign up for the survey. The justified thing to do in that situation would be to resign from the survey and end your participation.,,66899588f7ac78588b93476f,APPROVED,2024-08-29T17:04:31.558000Z,2024-08-29T17:20:23.984000Z,94,28,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,,40,10,0.5,,,,
24_0918_Treat2_after_reducing,3,2rwbdqwy,54847035fdf99b0379939c8c,Debrief,,x545y92d,3,54847035fdf99b0379939c8c,1,10000,14,3,4,83,4,,2,Treatment2,0,2,4,10,5,12,21,7,0,5,2,1,1,1,3,2,4,2,2,0,0,0,0,0,0,0,"I don't really think that anyone should misreport in this circumstance. I really can't think of any reason that someone should do that. If they don't have a coin, they should return the study. And when they do the study, they should report correctly.",FALSE,54847035fdf99b0379939c8c,APPROVED,2024-09-18T19:59:01.476000Z,2024-09-18T20:06:30.533000Z,482,41,Female,White,United States,United States,United States,English,No,Full-Time,4.666666667,46.66666667,10,0.566666667,,,0,yes
24_0918_Treat2_after_reducing,4,9bt1s862,5fbaaaf741a525ad760fc8f2,Debrief,,x545y92d,4,5fbaaaf741a525ad760fc8f2,1,10000,20,1,0,29,6,,2,Treatment2,0,3,4,0,7,74,40,4,0,2,3,2,4,1,2,3,3,2,4,10,2,13,20,2,8,0,"If I thought that everyone else would misrepresent the number of times their coin landed on heads, I would feel that I would be foolish to not also misreport the number of times my coin landed on heads",FALSE,5fbaaaf741a525ad760fc8f2,APPROVED,2024-09-18T19:59:41.114000Z,2024-09-18T20:08:44.421000Z,1483,55,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",5.333333333,53.33333333,0,0.533333333,,,1,yes
24_0918_Treat2_after_reducing,1,ap5g3djh,660de869e657b79e01c0a673,Debrief,,x545y92d,1,660de869e657b79e01c0a673,1,10000,15,1,4,48,3,,2,Treatment2,0,2,4,10,5,25,10,8,0,3,2,2,2,2,1,2,2,3,4,0,0,0,0,0,7,0,"Misrepresentation may be justified is extreme hardship. If someone feels they may obtain monetary benefits from misreporting they may feel they need to lie to make every cent count. People may also misrepresent to get ahead, get a pay increase or get a better position.",FALSE,660de869e657b79e01c0a673,APPROVED,2024-09-18T19:57:56.035000Z,2024-09-18T20:06:09.567000Z,452,28,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,4.666666667,46.66666667,10,0.566666667,,,2,yes
24_0918_Treat2_after_reducing,2,c62iw0jr,668d8e2396f2a2a972173626,Debrief,,x545y92d,2,668d8e2396f2a2a972173626,1,10000,15,2,4,72,7,,2,Treatment2,0,2,4,10,5,30,30,10,0,1,2,2,5,4,5,3,1,1,4,0,0,0,0,0,5,0,"Misunderstanding of the question. There may be people who cognitively did not understand, even with trying and so innocently misreported. I think this is the only time it is justified. Otherwise, it is cheating and there is no excuse.",FALSE,668d8e2396f2a2a972173626,APPROVED,2024-09-18T19:58:02.409000Z,2024-09-18T20:05:17.455000Z,57,36,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED,4.666666667,46.66666667,10,0.566666667,,,3,yes
24_0918_Treat2_after_reducing,6,qdnutsoy,66d19ba5926e2ea1b6238124,Debrief,,x545y92d,6,66d19ba5926e2ea1b6238124,1,10000,16,3,0,247,6,,2,Treatment2,0,3,4,0,4,30,20,2,0,2,2,2,1,1,3,2,3,4,1,0,0,5,10,0,9,0,"If the person doesn't have a coin available to them. For instance I didn't have one but then I found an old Chinese coin that my brother gave me when I turned 18, I used the dragon side to represent heads in this study.",FALSE,66d19ba5926e2ea1b6238124,APPROVED,2024-09-18T20:02:01.575000Z,2024-09-18T20:12:25.445000Z,6,28,Male,Other,United States,United States,United States,English,No,Unemployed (and job seeking),5.333333333,53.33333333,0,0.533333333,,,4,yes
24_0918_Treat2_after_reducing,5,9gyxy65h,66eb1310ed39beb4f4b0e9eb,Debrief,,x545y92d,5,66eb1310ed39beb4f4b0e9eb,1,10000,12,2,0,9,4,,2,Treatment2,0,3,4,10,5,25,35,3,0,2,2,3,3,4,3,4,3,2,1,0,5,10,0,0,6,0,I reported that I flipped the coin ten times and it landed on heads 4 of the ten times. I didn’t get as many as I would’ve liked if my coin had landed on heads every time but the survey was fun to try and do. I don’t believe anyone should be misreporting a false number even if they only got 0 heads as that is not the right thing to do.,FALSE,66eb1310ed39beb4f4b0e9eb,APPROVED,2024-09-18T19:59:59.084000Z,2024-09-18T20:08:17.077000Z,2,31,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED,5.333333333,53.33333333,10,0.633333333,,,5,yes
24_0918_Treat3_after_reducing_12,5,dr3k2tzs,5e4f3305b8925638b55ccc6f,Debrief,,ifzut9un,5,5e4f3305b8925638b55ccc6f,1,10000,15,1,0,73,5,,3,Treatment3,0,3,5,0,7,35,40,7,0,2,2,3,4,4,4,3,3,2,2,0,0,5,0,0,7,0,"(I am assuming this is about the percent of people I estimated were misreporting - it is a little unclear) The best case I could make would be having signed up for the study, gotten a few pages in, and only then being told you need a coin. If inaccessible, I could imagine someone estimating results or using a coin flipping app.",FALSE,5e4f3305b8925638b55ccc6f,APPROVED,2024-09-19T01:51:07.081000Z,2024-09-19T01:59:31.234000Z,150,38,Male,White,United States,United States,United States,English,No,Full-Time,5.666666667,56.66666667,0,0.566666667,,,0,yes
24_0918_Treat3_after_reducing_12,6,05ueqmso,5ff94e71c59814230b0fb713,Debrief,,ifzut9un,6,5ff94e71c59814230b0fb713,1,10000,15,2,0,69,5,,3,Treatment3,0,3,5,0,7,75,53,2,0,1,4,3,3,3,5,2,3,3,3,0,0,0,0,0,5,0,"I don't really feel that misreporting can be justified. If you do not have the time to keep track or you want to lie, then maybe taking part in research studies just isn't for you. Perhaps I am just an honest person, but this is how I feel.",FALSE,5ff94e71c59814230b0fb713,APPROVED,2024-09-19T01:51:55.543000Z,2024-09-19T02:00:30.492000Z,2293,32,Male,Black,United States,United States,United States,English,Yes,DATA_EXPIRED,5.666666667,56.66666667,0,0.566666667,,,1,yes
24_0918_Treat3_after_reducing_12,10,rxwtje84,6100a2cc398110ed90d28014,Debrief,,ifzut9un,10,6100a2cc398110ed90d28014,1,10000,15,2,0,15,4,,3,Treatment3,0,4,5,10,5,59,60,4,0,4,2,1,2,4,2,4,4,4,4,0,0,10,10,16,5,0,"If I understand the question correctly, misreporting my coin flips could be justified if lying led to benefitting the majority of the group I’m working with, somewhat. I value research (and work in research) so I think it’s pretty important not to misrepresent, but you could make an argument that if it’s for a greater good (eg helping the team), then it could be justified.",FALSE,6100a2cc398110ed90d28014,APPROVED,2024-09-19T01:55:25.594000Z,2024-09-19T02:01:12.331000Z,2323,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,4,40,10,0.5,,,2,yes
24_0918_Treat3_after_reducing_12,13,jt3swn6u,62854bc2a3bb1ddef989b6b7,Debrief,,ifzut9un,13,62854bc2a3bb1ddef989b6b7,1,10000,17,2,0,49,8,,3,Treatment3,0,5,5,10,5,21,2,1,0,2,2,2,4,2,3,3,4,1,4,0,0,5,0,0,8,0,"If you're taking a survey by a company who is severely underpaying for your time. I could see somone getting upset by that and not caring about doing a survey honestly. I wouldn't do it personally, but I get that there are people who would l.",FALSE,62854bc2a3bb1ddef989b6b7,APPROVED,2024-09-19T01:57:04.278000Z,2024-09-19T02:06:08.492000Z,2411,33,Male,White,United States,United States,United States,English,No,Part-Time,6.333333333,63.33333333,10,0.733333333,,,3,yes
24_0918_Treat3_after_reducing_12,11,vn8b0j7u,652fe5757db75dfc6294e885,Debrief,,ifzut9un,11,652fe5757db75dfc6294e885,1,10000,14,3,0,31,3,,3,Treatment3,0,4,5,10,5,20,10,0,0,2,3,3,4,1,2,4,2,2,3,0,0,0,0,0,4,0,"I don't know what the question is asking really. It's not that hard to flip a coin, so I'm not sure why someone wouldn't, but I don't really personally care about justifying it or not. I guess it could skew the results but I'm not really sure what you're looking for.",FALSE,652fe5757db75dfc6294e885,APPROVED,2024-09-19T01:55:41.199000Z,2024-09-19T01:59:13.825000Z,816,31,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking),4,40,10,0.5,,,4,yes
24_0918_Treat3_after_reducing_12,7,fpsbz2wr,66435cc441ce49ef7519b6ee,Debrief,,ifzut9un,7,66435cc441ce49ef7519b6ee,1,10000,16,1,0,13,5,,3,Treatment3,0,4,5,10,5,20,20,6,0,4,2,2,2,1,1,4,4,4,4,0,0,10,12,0,8,0,Misreporting would not be justified under any circumstances because there is nothing to gain by misreporting. This is a simple task and more often than not the flips will be even or maybe off by one flip so it makes no sense,FALSE,66435cc441ce49ef7519b6ee,APPROVED,2024-09-19T01:52:07.496000Z,2024-09-19T02:04:23.842000Z,240,41,Male,Black,United States,United States,United States,English,No,Part-Time,4,40,10,0.5,,,5,yes
24_0918_Treat3_after_reducing_12,12,ig95wp2b,6660adc22e2da801df89f508,Debrief,1,ifzut9un,12,6660adc22e2da801df89f508,1,10000,6,1,0,82,5,,3,Treatment3,1,6,5,10,5,50,50,5,0,2,1,1,1,2,3,4,4,4,2,0,0,0,0,0,13,0,Under the thought of being honest as I took out the time to find a quarter just to flip a coin because I was curious of the honest results of my flip coins. Making sure I report honest numbers of flip when make the game fun.,FALSE,6660adc22e2da801df89f508,APPROVED,2024-09-19T01:56:55.984000Z,2024-09-19T02:26:16.255000Z,394,45,Female,Black,United States,United States,United States,English,No,Full-Time,5,50,10,0.6,,,6,yes
24_0918_Treat3_after_reducing_12,14,0t03dhv6,66ea2912ff39927083adc46d,Debrief,,ifzut9un,14,66ea2912ff39927083adc46d,1,10000,14,3,0,60,6,,3,Treatment3,0,5,5,0,8,14,14,2,0,1,2,1,5,2,4,5,2,1,2,0,0,10,0,0,12,0,"If you lost your coin down the drain on the 9th flip and had no others to replace it but you’re too far into it now to back out, so you try to estimate the probability based on the number of flips you’ve already had and put forth as much mathematical and scientific knowledge you know. Because you don’t want to let down your team on the coin flips. ",FALSE,66ea2912ff39927083adc46d,APPROVED,2024-09-19T01:57:54.136000Z,2024-09-19T02:14:25.550000Z,2,28,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED,6.333333333,63.33333333,0,0.633333333,,,8,yes
24_0918_Treat3_after_reducing_12,2,0pghzvck,66eac61efdf8f82ff17b94ed,Debrief,,ifzut9un,2,66eac61efdf8f82ff17b94ed,1,10000,15,3,5,92,7,,3,Treatment3,0,3,5,10,5,5,5,7,0,3,2,2,2,2,2,3,3,2,3,0,0,1,0,0,14,0,"I think user error (didn't use the tool right) or misunderstanding the directions or a technical issue/tool design on the website would be justifiable circumstances. Otherwise, I don't see a reason to lie.",FALSE,66eac61efdf8f82ff17b94ed,APPROVED,2024-09-19T01:48:33.021000Z,2024-09-19T02:03:05.775000Z,12,38,Female,White,United States,United States,United States,English,No,Full-Time,5.666666667,56.66666667,10,0.666666667,,,9,yes
24_0918_Treat3_after_reducing_12,1,2jnqec14,66eb44221b8f0aa9144a12b7,Debrief,,ifzut9un,1,66eb44221b8f0aa9144a12b7,1,10000,18,1,5,13,6,,3,Treatment3,0,2,3336,10,5,15,0,5,0,2,1,1,4,2,5,4,2,1,1,0,0,0,0,0,11,0,"I think that If the person did not mean to misreport the coin flips, then they should still be credited with completion. They still truthfully answered how they felt was the right way to answer, rather than lying.",FALSE,66eb44221b8f0aa9144a12b7,APPROVED,2024-09-19T01:47:27.449000Z,2024-09-19T01:56:59.465000Z,3,18,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,5,50,10,0.6,,,10,yes
24_0918_Treat3_after_reducing_12,3,pzobxet6,66eb710db6acd9e5a6a3cee8,Debrief,,ifzut9un,3,66eb710db6acd9e5a6a3cee8,1,10000,15,2,5,47,4,,3,Treatment3,0,2,3336,0,6,75,85,10,0,4,2,3,2,2,1,2,2,5,4,7,0,62,0,0,21,0,Only if the participant desperately needs a small amount of money in a very short time. this is not a situation that many people would find themselves in and it is hard to imagine one at all. Faking results only gains someone a small amount of time and no extra money. for the vast majority of the population misreporting is not justified as it messes with the integrity of the survey. ,FALSE,66eb710db6acd9e5a6a3cee8,APPROVED,2024-09-19T01:49:02.984000Z,2024-09-19T01:58:04.555000Z,2,18,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED,5,50,0,0.5,,,11,yes
24_0918_Treat3_after_reducing_12,9,dsl8r5gt,66eb75994a53dee8ff61cfce,Debrief,,ifzut9un,9,66eb75994a53dee8ff61cfce,1,10000,5,1,0,29,5,,3,Treatment3,0,5,5,0,6,9,22,4,0,4,1,2,2,1,2,4,4,3,2,0,0,6,0,0,39,0,I don't see a circumstance that misreporting would be justified. Perhaps someone who is easily distracted could unintentionally misreport their answers but I do not see a reason for anyone to intentionally misreport their answers.,FALSE,66eb75994a53dee8ff61cfce,APPROVED,2024-09-19T01:53:37.534000Z,2024-09-19T02:29:26.156000Z,0,58,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6.333333333,63.33333333,0,0.633333333,,,12,yes
24_0920_Treat2_15_final,1,181t60vs,65986dab0e7e5db183bfd868,Debrief,,cub4zlvi,1,65986dab0e7e5db183bfd868,1,10000,10,1,5,38,5,,2,Treatment2,0,2,5,0,6,82,86,4,0,4,2,2,2,1,1,3,4,5,1,0,0,3,0,0,5,0,"There is no good reason to lie. Providing accurate information is easy and does not require you to remember what you previously said. if you are always representing the truth, then answers to specific questions would not change.",FALSE,65986dab0e7e5db183bfd868,APPROVED,2024-09-20T20:28:31.119000Z,2024-09-20T20:35:26.974000Z,32,57,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,5,50,0,0.5,,,0,yes
24_0920_Treat2_15_final,2,1gfl20jh,66edbf02530647eb5feac896,Debrief,,cub4zlvi,2,66edbf02530647eb5feac896,1,10000,15,2,5,7,5,,2,Treatment2,0,2,5,0,6,65,35,7,0,2,1,2,2,2,3,2,2,3,3,0,0,25,0,0,7,0,I have a hard time thinking of a reason misreporting would be justified. There is no reason to misreport in this situation. There is not much to gain or lose so just being truthful costs you nothing. Misreporting doesn’t benefit you much and it definitely doesn’t benefit the surveyor. ,FALSE,66edbf02530647eb5feac896,APPROVED,2024-09-20T20:29:03.301000Z,2024-09-20T20:37:45.211000Z,1,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,5,50,0,0.5,,,1,yes
24_0920_Treat2_15_final,3,wt92ao5b,665110a2968b41c0ef75ed77,Debrief,,cub4zlvi,3,665110a2968b41c0ef75ed77,1,10000,15,3,5,8,5,,2,Treatment2,0,2,5,10,5,11,50,5,0,2,2,2,2,3,4,3,2,3,3,10,9,10,0,0,6,0,"Unable to properly flip a fair coin, with the inability to get a hold of a quarter to flip for heads or tals. Other than those scenerios misreporting these responses arent really validated by any other circumstances ",FALSE,665110a2968b41c0ef75ed77,APPROVED,2024-09-20T20:29:24.893000Z,2024-09-20T20:36:02.613000Z,50,21,Male,Other,United States,United States,United States,Spanish,Yes,Unemployed (and job seeking),5,50,10,0.6,,,2,yes
24_0920_Treat2_15_final,4,vtlumiq0,5995fcbe004c4f0001cc8626,Debrief,1,cub4zlvi,4,5995fcbe004c4f0001cc8626,1,10000,15,1,0,8,5,,2,Treatment2,1,3,5,10,5,91,83,8,0,2,2,2,3,1,4,5,2,2,5,75,81,0,0,0,4,1,"I think that misreporting to someone else can be justified if they are in immediate danger or violence if they were to tell the truth. Also, I wouldn't lie on my taxes but if someone were really needing money and they skew the numbers a bit ",FALSE,5995fcbe004c4f0001cc8626,APPROVED,2024-09-20T20:30:36.806000Z,2024-09-20T20:40:13.509000Z,658,27,Female,Asian,United States,United States,United States,English,No,Full-Time,5,50,10,0.6,,,3,yes
24_0920_Treat2_15_final,5,8htelem1,660b28e8415b791f1ffc67eb,Debrief,,cub4zlvi,5,660b28e8415b791f1ffc67eb,1,10000,7,1,0,9,7,,2,Treatment2,0,4,5,0,6,15,5,3,0,2,4,3,5,2,4,3,2,1,1,5,5,1,0,0,6,0,"There are circumstances where a person gets tired of reading, thinking, and sitting in one place for too long.  The fatigue sets in and the eyesight begins to blur.  That is when a person needs a break.  Also, it is important to mention that sometimes the length of the survey is longer, much longer than advertised.",FALSE,660b28e8415b791f1ffc67eb,APPROVED,2024-09-20T20:33:07.306000Z,2024-09-20T20:44:29.656000Z,2,50,Female,Asian,United States,United States,United States,English,No,DATA_EXPIRED,6.666666667,66.66666667,0,0.666666667,,,4,yes
24_0920_Treat2_15_final,6,v1cibhmd,66edd6f3462491139cac2a82,Debrief,,cub4zlvi,6,66edd6f3462491139cac2a82,1,10000,6,2,0,10,6,,2,Treatment2,0,4,5,10,5,80,20,3,0,2,2,1,4,2,4,2,4,2,2,0,0,5,0,0,8,0,"By not recording each flip as it was done thus not remembering correctly the number of tails flips versus head flips. This would be totally accidental, but not accurate, resulting in misreporting the percentages. ",FALSE,66edd6f3462491139cac2a82,APPROVED,2024-09-20T20:33:26.043000Z,2024-09-20T20:50:10.955000Z,1,65,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,6.666666667,66.66666667,10,0.766666667,,,5,yes
24_0920_Treat2_15_final,7,912q1clm,66edd27d4242426c66abafd2,Debrief,,cub4zlvi,7,66edd27d4242426c66abafd2,1,10000,17,3,0,88,7,,2,Treatment2,0,4,5,0,6,5,10,2,0,3,2,2,2,2,1,5,3,4,4,0,0,3,0,0,11,0,"If someone made a mistake while tallying the coin flips, it could be justified. Otherwise, the task was too simple to justify cheating. Some people might justify it because they don't see a point in the study. It isn't going to make a difference in any sort of breakthrough if heads is more frequent than tails or vise-versa.",FALSE,66edd27d4242426c66abafd2,APPROVED,2024-09-20T20:35:16.977000Z,2024-09-20T20:59:27.685000Z,1,50,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6.666666667,66.66666667,0,0.666666667,,,6,yes
